VBELN,POSNR,MATNR,KWMENG,NETPR,NETWR
12848,20,PRTR1000,15,174.71,2620.64
12848,30,ORMN1000,3,1459.77,4379.32
12848,40,DXTR1000,4,1812.3,7249.18
12849,10,ORMN1000,17,538.62,9156.55
12849,20,PRTR1000,12,1321.41,15856.9
12849,30,PRTR1000,9,763.66,6872.94
12849,40,PUMP1000,10,166.5,1664.96
12850,10,BOTL1000,13,4207.25,54694.31
12850,20,DXTR1000,1,20457.72,20457.72
12850,30,DXTR1000,16,981.58,15705.3
12851,10,EPAD1000,19,2140.59,40671.23
12851,20,DXTR1000,25,2669.22,66730.44
12852,10,DXTR1000,23,1240.5,28531.46
12853,10,ORMN1000,15,2303.53,34552.99
12853,20,ORMN1000,3,6748.79,20246.36
12853,30,EPAD1000,22,3832.4,84312.85
12854,10,BOTL1000,24,1748.0,41951.92
12854,20,PRTR1000,5,413.18,2065.9
12854,30,PUMP1000,4,15291.29,61165.18
12855,10,DXTR1000,4,4503.63,18014.5
12855,20,PRTR1000,5,2075.93,10379.67
12855,30,DXTR1000,12,229.01,2748.11
12856,10,PRTR1000,3,1045.89,3137.67
12856,20,PRTR1000,24,122.97,2951.21
12856,30,BOTL1000,14,224.27,3139.8
12857,10,PRTR1000,8,2760.84,22086.73
12857,20,ORMN1000,18,922.57,16606.18
12857,30,EPAD1000,17,1328.77,22589.01
12857,40,PRTR1000,9,2374.76,21372.88
12858,10,DXTR1000,2,5269.03,10538.06
12858,20,PUMP1000,13,609.42,7922.47
12858,30,BOTL1000,8,1263.88,10111.08
12858,40,PRTR1000,10,546.32,5463.21
12859,10,EPAD1000,5,9385.39,46926.94
12859,20,EPAD1000,10,3669.44,36694.39
12859,30,DXTR1000,7,1315.8,9210.57
12859,40,BOTL1000,20,732.97,14659.36
12860,10,PRTR1000,16,2601.48,41623.65
12860,20,PUMP1000,25,2312.76,57819.04
12860,30,DXTR1000,18,830.87,14955.63
12860,40,ORMN1000,18,1069.01,19242.1
12861,10,PUMP1000,15,296.88,4453.24
12861,20,EPAD1000,4,922.85,3691.41
12861,30,PRTR1000,12,285.05,3420.55
12862,10,BOTL1000,15,160.79,2411.88
12862,20,PRTR1000,17,414.04,7038.6
12862,30,PRTR1000,16,254.17,4066.71
12862,40,EPAD1000,2,2356.52,4713.05
12863,10,ORMN1000,1,112726.68,112726.68
12863,20,ORMN1000,7,4077.95,28545.63
12864,10,PRTR1000,14,20.24,283.34
12864,20,PUMP1000,10,3449.21,34492.07
12865,10,ORMN1000,21,266.34,5593.04
12865,20,BOTL1000,4,837.43,3349.71
12865,30,PUMP1000,10,569.37,5693.68
12865,40,PRTR1000,3,1183.54,3550.62
12866,10,PRTR1000,25,357.53,8938.32
12867,10,BOTL1000,7,12615.08,88305.53
12868,10,BOTL1000,8,9794.47,78355.77
12868,20,BOTL1000,2,41859.09,83718.17
12869,10,PRTR1000,6,1201.88,7211.28
12869,20,PUMP1000,15,1657.32,24859.77
12870,10,PUMP1000,22,607.1,13356.1
12870,20,PRTR1000,3,2247.37,6742.12
12870,30,PUMP1000,1,17407.25,17407.25
12870,40,PUMP1000,19,235.75,4479.22
12871,10,EPAD1000,4,3265.88,13063.53
12871,20,PRTR1000,2,12944.23,25888.46
12872,10,BOTL1000,19,824.38,15663.26
12872,20,PRTR1000,19,19.61,372.53
12872,30,BOTL1000,4,988.45,3953.82
12873,10,DXTR1000,22,917.81,20191.84
12873,20,ORMN1000,1,1502.69,1502.69
12873,30,PUMP1000,25,388.12,9702.9
12873,40,PRTR1000,21,90.52,1900.88
12874,10,DXTR1000,9,10195.44,91758.96
12874,20,PRTR1000,7,9597.97,67185.82
12874,30,PUMP1000,23,3294.5,75773.48
12875,10,BOTL1000,19,75.03,1425.66
12875,20,DXTR1000,7,1972.72,13809.05
12875,30,PRTR1000,7,6201.96,43413.69
12875,40,DXTR1000,7,834.25,5839.78
12876,10,BOTL1000,7,3123.77,21866.37
12877,10,ORMN1000,19,402.98,7656.7
12877,20,ORMN1000,13,1007.42,13096.43
12877,30,EPAD1000,23,573.79,13197.11
12877,40,ORMN1000,7,370.9,2596.3
12878,10,PRTR1000,22,898.14,19759.17
12878,20,BOTL1000,14,1977.05,27678.66
12878,30,PRTR1000,19,487.07,9254.26
12878,40,EPAD1000,20,1191.96,23839.27
12879,10,EPAD1000,18,691.91,12454.38
12879,20,EPAD1000,10,740.35,7403.53
12879,30,DXTR1000,24,396.13,9507.14
12880,10,EPAD1000,25,545.05,13626.16
12880,20,PUMP1000,19,282.55,5368.5
12880,30,PRTR1000,6,1537.23,9223.38
12881,10,EPAD1000,3,17760.04,53280.12
12881,20,ORMN1000,20,1369.0,27379.97
12881,30,ORMN1000,8,6643.75,53149.99
12881,40,PRTR1000,8,8329.01,66632.09
12882,10,PUMP1000,15,494.73,7420.89
12882,20,BOTL1000,5,1977.71,9888.55
12882,30,PUMP1000,25,147.96,3698.9
12882,40,DXTR1000,7,1149.15,8044.07
12883,10,BOTL1000,13,14968.6,194591.75
12883,20,ORMN1000,7,15209.73,106468.1
12884,10,PUMP1000,1,23767.51,23767.51
12885,10,EPAD1000,12,3602.09,43225.1
12885,20,ORMN1000,8,5995.08,47960.67
12885,30,PRTR1000,10,3354.42,33544.24
12886,10,EPAD1000,23,1407.45,32371.38
12887,10,BOTL1000,15,2706.31,40594.59
12888,10,PUMP1000,19,597.18,11346.45
12888,20,EPAD1000,1,15456.39,15456.39
12889,10,PUMP1000,1,3679.65,3679.65
12889,20,EPAD1000,16,349.31,5589.02
12890,10,EPAD1000,25,901.64,22541.1
12890,20,DXTR1000,6,6910.07,41460.4
12891,10,ORMN1000,23,2687.84,61820.36
12891,20,ORMN1000,6,6620.98,39725.86
12891,30,BOTL1000,3,2738.99,8216.97
12892,10,PUMP1000,13,3099.54,40293.99
12892,20,BOTL1000,22,1160.35,25527.6
12892,30,EPAD1000,7,4367.38,30571.68
12893,10,BOTL1000,3,10784.07,32352.22
12893,20,PUMP1000,23,332.52,7647.86
12894,10,PUMP1000,6,547.04,3282.22
12894,20,EPAD1000,10,1295.7,12957.04
12895,10,PRTR1000,8,206.79,1654.29
12895,20,PRTR1000,18,1980.52,35649.31
12895,30,PUMP1000,2,21122.18,42244.37
12895,40,ORMN1000,4,7120.54,28482.16
12896,10,DXTR1000,6,1601.72,9610.31
12896,20,PUMP1000,4,1520.92,6083.66
12896,30,EPAD1000,17,289.71,4925.07
12897,10,DXTR1000,5,6066.36,30331.82
12898,10,BOTL1000,10,2285.57,22855.73
12898,20,BOTL1000,20,2735.66,54713.2
12898,30,EPAD1000,23,1029.88,23687.16
12899,10,PRTR1000,11,1637.51,18012.62
12900,10,BOTL1000,8,5451.76,43614.04
12900,20,DXTR1000,22,238.87,5255.07
12901,10,ORMN1000,12,42.46,509.53
12901,20,EPAD1000,14,27.14,379.92
12901,30,ORMN1000,10,528.85,5288.52
12902,10,DXTR1000,18,3572.22,64300.05
12902,20,DXTR1000,12,5164.97,61979.59
12902,30,BOTL1000,22,299.65,6592.39
12903,10,BOTL1000,18,671.62,12089.16
12904,10,ORMN1000,3,4656.2,13968.61
12904,20,BOTL1000,18,1406.14,25310.51
12904,30,BOTL1000,20,459.89,9197.74
12905,10,BOTL1000,6,6671.1,40026.63
12905,20,BOTL1000,9,949.67,8547.04
12906,10,DXTR1000,1,5646.31,5646.31
12906,20,EPAD1000,2,5238.94,10477.89
12906,30,ORMN1000,20,533.27,10665.38
12906,40,PUMP1000,22,506.11,11134.49
12907,10,ORMN1000,12,5479.92,65758.98
12907,20,BOTL1000,20,2112.63,42252.59
12907,30,ORMN1000,3,12474.65,37423.94
12908,10,ORMN1000,19,56.5,1073.51
12908,20,PRTR1000,16,39.06,624.91
12908,30,PUMP1000,4,347.91,1391.65
12908,40,EPAD1000,25,4.47,111.86
12909,10,PUMP1000,13,223.02,2899.31
12909,20,PUMP1000,13,1.23,15.96
12909,30,EPAD1000,25,18.61,465.2
12910,10,DXTR1000,17,338.09,5747.46
12910,20,PRTR1000,11,376.92,4146.09
12910,30,ORMN1000,7,1327.21,9290.48
12910,40,PRTR1000,7,497.95,3485.63
12911,10,BOTL1000,17,161.05,2737.8
12911,20,ORMN1000,4,1723.75,6895.0
12911,30,PUMP1000,1,4496.26,4496.26
12911,40,BOTL1000,18,213.72,3846.88
12912,10,BOTL1000,20,35.4,707.95
12912,20,EPAD1000,2,330.94,661.88
12912,30,EPAD1000,15,761.43,11421.49
12913,10,EPAD1000,21,769.31,16155.46
12913,20,PRTR1000,24,101.83,2443.97
12913,30,PRTR1000,16,585.97,9375.57
12914,10,PUMP1000,2,7111.81,14223.63
12914,20,BOTL1000,11,1050.88,11559.63
12914,30,EPAD1000,17,217.6,3699.21
12915,10,DXTR1000,7,1473.26,10312.8
12916,10,DXTR1000,16,5248.22,83971.45
12917,10,DXTR1000,2,35592.47,71184.95
12917,20,PRTR1000,1,65735.62,65735.62
12918,10,PUMP1000,15,177.15,2657.2
12918,20,PRTR1000,19,104.67,1988.76
12918,30,PUMP1000,11,107.06,1177.69
12918,40,BOTL1000,18,34.1,613.81
12919,10,PRTR1000,15,1672.62,25089.3
12919,20,BOTL1000,11,1722.08,18942.88
12919,30,ORMN1000,17,426.05,7242.79
12920,10,BOTL1000,5,2313.6,11568.02
12920,20,PRTR1000,19,85.87,1631.56
12920,30,BOTL1000,25,353.81,8845.31
12921,10,ORMN1000,16,2237.32,35797.13
12921,20,PUMP1000,24,63.94,1534.44
12921,30,ORMN1000,20,2198.93,43978.67
12922,10,DXTR1000,24,3696.62,88718.79
12923,10,PRTR1000,2,5965.32,11930.64
12923,20,PRTR1000,20,1033.06,20661.16
12923,30,EPAD1000,20,314.9,6298.06
12923,40,BOTL1000,23,941.69,21658.82
12924,10,PRTR1000,4,14092.11,56368.46
12924,20,PRTR1000,5,14591.78,72958.9
12924,30,PRTR1000,15,5025.59,75383.84
12924,40,PRTR1000,19,1877.04,35663.77
12925,10,ORMN1000,15,455.72,6835.78
12925,20,PUMP1000,1,119944.55,119944.55
12926,10,EPAD1000,14,708.15,9914.05
12926,20,EPAD1000,2,2948.79,5897.57
12926,30,DXTR1000,19,87.47,1661.95
12927,10,DXTR1000,18,9046.27,162832.93
12927,20,PUMP1000,6,1800.72,10804.33
12928,10,PUMP1000,10,23789.99,237899.94
12929,10,PUMP1000,18,110944.23,1996996.1
12930,10,DXTR1000,11,1196.82,13165.06
12930,20,PRTR1000,2,2895.66,5791.31
12931,10,PRTR1000,18,780.18,14043.27
12932,10,DXTR1000,22,198.35,4363.6
12932,20,ORMN1000,7,2818.74,19731.16
12932,30,DXTR1000,21,101.41,2129.67
12933,10,PRTR1000,20,2835.38,56707.68
12933,20,PUMP1000,16,5207.39,83318.17
12934,10,EPAD1000,5,2758.72,13793.61
12934,20,BOTL1000,17,206.3,3507.13
12934,30,PRTR1000,23,237.73,5467.88
12935,10,DXTR1000,9,1147.71,10329.35
12935,20,BOTL1000,13,330.96,4302.48
12935,30,ORMN1000,6,1612.39,9674.32
12935,40,DXTR1000,16,624.87,9998.0
12936,10,DXTR1000,11,5194.16,57135.72
12937,10,ORMN1000,25,51.94,1298.52
12937,20,BOTL1000,25,130.18,3254.38
12937,30,EPAD1000,7,398.57,2789.97
12937,40,PUMP1000,13,67.45,876.84
12938,10,DXTR1000,3,6732.9,20198.7
12938,20,ORMN1000,18,872.03,15696.5
12939,10,EPAD1000,3,1734.85,5204.54
12939,20,ORMN1000,13,289.08,3758.02
12939,30,PUMP1000,10,702.76,7027.65
12940,10,PRTR1000,5,533.89,2669.45
12940,20,EPAD1000,4,4577.44,18309.75
12940,30,BOTL1000,11,1305.16,14356.81
12941,10,EPAD1000,3,6490.66,19471.98
12941,20,DXTR1000,18,3735.32,67235.81
12941,30,EPAD1000,9,6561.41,59052.67
12941,40,PRTR1000,9,3437.83,30940.44
12942,10,DXTR1000,18,532.31,9581.66
12942,20,ORMN1000,12,1235.65,14827.79
12942,30,PUMP1000,25,557.87,13946.73
12942,40,EPAD1000,22,285.42,6279.29
12943,10,ORMN1000,3,4923.16,14769.47
12943,20,DXTR1000,8,5238.29,41906.29
12944,10,EPAD1000,16,397.46,6359.37
12944,20,ORMN1000,6,2934.99,17609.94
12944,30,PUMP1000,7,1154.09,8078.65
12945,10,PUMP1000,3,2693.38,8080.14
12945,20,EPAD1000,10,1092.61,10926.12
12946,10,BOTL1000,8,912.6,7300.78
12946,20,PUMP1000,1,1076.71,1076.71
12946,30,PUMP1000,17,688.77,11709.08
12946,40,BOTL1000,14,767.85,10749.9
12947,10,ORMN1000,16,338.57,5417.1
12947,20,PUMP1000,2,2643.15,5286.3
12947,30,ORMN1000,6,1342.39,8054.37
12948,10,PUMP1000,9,571.31,5141.8
12948,20,PUMP1000,2,11329.37,22658.73
12948,30,PRTR1000,2,7934.25,15868.5
12949,10,EPAD1000,11,2077.79,22855.68
12949,20,BOTL1000,14,1063.1,14883.36
12949,30,PUMP1000,18,5032.32,90581.73
12950,10,DXTR1000,13,4217.23,54823.98
12950,20,EPAD1000,16,1526.43,24422.89
12951,10,PRTR1000,15,2540.95,38114.18
12951,20,BOTL1000,15,1913.02,28695.3
12952,10,PUMP1000,20,1396.98,27939.67
12952,20,DXTR1000,15,1414.94,21224.03
12952,30,PRTR1000,24,1466.29,35191.0
12952,40,DXTR1000,6,2931.77,17590.63
12953,10,PUMP1000,6,2512.57,15075.41
12953,20,EPAD1000,14,3586.41,50209.8
12954,10,PRTR1000,16,1097.39,17558.32
12954,20,PRTR1000,8,415.47,3323.75
12954,30,PRTR1000,7,1312.8,9189.62
12954,40,PUMP1000,19,404.89,7692.83
12955,10,PUMP1000,22,901.92,19842.2
12956,10,ORMN1000,12,3746.01,44952.08
12956,20,EPAD1000,16,2950.07,47201.12
12956,30,ORMN1000,10,4778.44,47784.44
12956,40,EPAD1000,15,406.19,6092.81
12957,10,DXTR1000,3,3389.15,10167.45
12957,20,PUMP1000,20,3145.25,62905.09
12957,30,PRTR1000,18,578.64,10415.48
12957,40,DXTR1000,24,2556.9,61365.68
12958,10,DXTR1000,2,6985.88,13971.75
12958,20,BOTL1000,10,4529.19,45291.93
12959,10,PRTR1000,19,599.36,11387.84
12959,20,PUMP1000,14,1314.16,18398.28
12959,30,EPAD1000,4,3439.7,13758.8
12959,40,PRTR1000,25,44.09,1102.16
12960,10,DXTR1000,2,4355.82,8711.64
12960,20,PRTR1000,24,1918.52,46044.5
12961,10,PRTR1000,8,103.4,827.21
12961,20,ORMN1000,20,195.7,3914.08
12961,30,PUMP1000,2,1571.49,3142.98
12961,40,PUMP1000,13,525.02,6825.2
12962,10,ORMN1000,12,3479.13,41749.56
12962,20,EPAD1000,4,774.88,3099.52
12962,30,DXTR1000,14,691.42,9679.87
12963,10,ORMN1000,13,111.98,1455.72
12963,20,PRTR1000,17,437.38,7435.45
12963,30,BOTL1000,2,2685.19,5370.39
12963,40,PRTR1000,17,418.56,7115.59
12964,10,ORMN1000,14,331.72,4644.13
12964,20,EPAD1000,1,3358.89,3358.89
12964,30,EPAD1000,23,417.09,9593.13
12964,40,EPAD1000,12,85.58,1026.95
12965,10,EPAD1000,3,2310.64,6931.91
12965,20,ORMN1000,3,1424.44,4273.32
12965,30,PRTR1000,12,514.02,6168.29
12965,40,ORMN1000,6,606.97,3641.83
12966,10,PUMP1000,24,335.14,8043.4
12967,10,BOTL1000,2,43606.69,87213.38
12968,10,BOTL1000,7,4392.66,30748.6
12969,10,ORMN1000,2,18508.67,37017.34
12970,10,EPAD1000,15,853.56,12803.39
12970,20,PRTR1000,19,2253.5,42816.53
12970,30,DXTR1000,11,507.61,5583.69
12971,10,DXTR1000,2,4514.77,9029.54
12971,20,ORMN1000,13,915.27,11898.47
12972,10,PRTR1000,24,137.67,3304.07
12972,20,BOTL1000,16,203.45,3255.2
12972,30,DXTR1000,5,795.02,3975.11
12972,40,PRTR1000,13,66.54,865.04
12973,10,BOTL1000,13,1618.8,21044.35
12974,10,ORMN1000,13,746.47,9704.08
12974,20,PUMP1000,8,966.36,7730.85
12974,30,BOTL1000,21,442.29,9288.02
12974,40,ORMN1000,22,623.81,13723.73
12975,10,PRTR1000,14,1848.24,25875.37
12975,20,DXTR1000,19,652.55,12398.54
12976,10,PUMP1000,17,1858.0,31585.98
12976,20,PUMP1000,17,1890.89,32145.15
12976,30,EPAD1000,17,1902.61,32344.29
12976,40,ORMN1000,1,19695.12,19695.12
12977,10,PUMP1000,15,1178.35,17675.32
12977,20,ORMN1000,8,2323.44,18587.5
12978,10,EPAD1000,13,1471.07,19123.87
12978,20,DXTR1000,19,1181.91,22456.32
12978,30,PRTR1000,10,1500.17,15001.66
12979,10,ORMN1000,21,259.08,5440.68
12979,20,PUMP1000,12,187.72,2252.58
12979,30,BOTL1000,20,48.79,975.8
12980,10,ORMN1000,17,877.13,14911.18
12980,20,PRTR1000,22,710.46,15630.16
12981,10,EPAD1000,16,5626.9,90030.45
12981,20,PUMP1000,11,5364.43,59008.69
12982,10,ORMN1000,4,13049.23,52196.94
12982,20,PUMP1000,17,1171.41,19913.91
12982,30,BOTL1000,11,361.18,3973.0
12982,40,BOTL1000,7,4549.32,31845.25
12983,10,PUMP1000,12,560.95,6731.44
12983,20,PRTR1000,21,40.58,852.11
12984,10,BOTL1000,11,2071.19,22783.08
12984,20,DXTR1000,12,417.77,5013.26
12984,30,PUMP1000,15,1691.12,25366.82
12984,40,EPAD1000,4,4494.46,17977.84
12985,10,ORMN1000,12,2838.72,34064.65
12985,20,ORMN1000,16,3641.88,58270.04
12986,10,BOTL1000,17,1208.39,20542.71
12986,20,PUMP1000,12,1113.82,13365.83
12987,10,ORMN1000,6,372.74,2236.44
12987,20,EPAD1000,20,549.77,10995.42
12987,30,PRTR1000,15,820.11,12301.67
12988,10,BOTL1000,7,1265.77,8860.39
12988,20,ORMN1000,1,1348.44,1348.44
12988,30,BOTL1000,2,4768.53,9537.07
12988,40,PUMP1000,25,501.04,12525.95
12989,10,ORMN1000,6,1296.98,7781.88
12989,20,PUMP1000,17,34.85,592.38
12990,10,PUMP1000,18,1294.94,23308.87
12990,20,BOTL1000,13,533.92,6940.91
12990,30,ORMN1000,7,4582.59,32078.11
12991,10,PUMP1000,2,17970.67,35941.35
12992,10,PRTR1000,19,4693.38,89174.3
12992,20,PUMP1000,15,2486.12,37291.85
12993,10,BOTL1000,13,1387.78,18041.08
12993,20,PRTR1000,12,1921.23,23054.79
12993,30,DXTR1000,22,709.72,15613.95
12994,10,EPAD1000,21,2750.47,57759.84
12994,20,ORMN1000,21,3140.78,65956.42
12995,10,EPAD1000,22,1529.1,33640.3
12995,20,PRTR1000,18,1425.37,25656.67
12996,10,PRTR1000,3,2908.84,8726.53
12996,20,ORMN1000,3,1212.51,3637.52
12997,10,ORMN1000,6,5474.38,32846.31
12997,20,PRTR1000,20,14.47,289.41
12998,10,BOTL1000,22,312.03,6864.67
12998,20,BOTL1000,9,864.1,7776.92
12998,30,DXTR1000,1,4211.4,4211.4
12998,40,EPAD1000,1,7257.94,7257.94
12999,10,PRTR1000,7,2100.79,14705.52
13000,10,BOTL1000,13,1115.42,14500.43
13000,20,BOTL1000,18,1225.41,22057.43
13001,10,PUMP1000,4,1649.62,6598.47
13001,20,PUMP1000,25,270.3,6757.61
13002,10,BOTL1000,6,466.79,2800.76
13002,20,PUMP1000,6,1004.34,6026.02
13002,30,DXTR1000,12,112.42,1349.0
13003,10,PRTR1000,11,165.04,1815.45
13003,20,DXTR1000,21,108.98,2288.49
13003,30,BOTL1000,3,1706.22,5118.66
13003,40,BOTL1000,7,705.34,4937.39
13004,10,PUMP1000,15,1366.35,20495.32
13004,20,EPAD1000,24,33.96,815.0
13004,30,ORMN1000,23,1228.03,28244.62
13005,10,ORMN1000,23,1156.48,26599.06
13006,10,DXTR1000,8,72667.65,581341.2
13006,20,DXTR1000,6,138228.24,829369.46
13006,30,EPAD1000,14,34093.67,477311.39
13006,40,BOTL1000,7,33073.01,231511.07
13007,10,EPAD1000,15,2772.63,41589.5
13008,10,DXTR1000,2,14953.78,29907.56
13008,20,PRTR1000,17,990.31,16835.21
13008,30,BOTL1000,23,837.0,19250.98
13008,40,PUMP1000,10,874.71,8747.09
13009,10,DXTR1000,4,158.15,632.6
13009,20,PUMP1000,7,1081.08,7567.58
13009,30,BOTL1000,10,683.97,6839.68
13010,10,ORMN1000,11,3331.45,36645.99
13011,10,BOTL1000,3,11936.29,35808.87
13012,10,PUMP1000,8,4823.98,38591.83
13012,20,PRTR1000,2,2840.07,5680.13
13012,30,EPAD1000,8,3603.88,28831.02
13012,40,BOTL1000,16,1001.66,16026.6
13013,10,EPAD1000,4,2785.69,11142.75
13013,20,DXTR1000,14,3118.52,43659.26
13014,10,DXTR1000,4,5360.34,21441.35
13014,20,PUMP1000,21,1721.67,36155.15
13015,10,PRTR1000,24,903.0,21672.0
13015,20,PRTR1000,24,793.57,19045.57
13016,10,PUMP1000,15,2449.02,36735.27
13016,20,ORMN1000,10,7396.2,73962.01
13017,10,PRTR1000,18,980.13,17642.37
13017,20,ORMN1000,12,1835.08,22021.0
13017,30,DXTR1000,3,4165.04,12495.12
13018,10,BOTL1000,18,204.78,3685.98
13018,20,BOTL1000,15,647.37,9710.6
13019,10,ORMN1000,4,71025.11,284100.42
13019,20,ORMN1000,10,23463.83,234638.32
13019,30,DXTR1000,10,3917.36,39173.62
13019,40,ORMN1000,2,39513.91,79027.83
13020,10,EPAD1000,13,979.27,12730.48
13020,20,PUMP1000,3,7435.48,22306.44
13020,30,ORMN1000,9,1135.29,10217.63
13020,40,BOTL1000,23,476.37,10956.55
13021,10,PRTR1000,19,412.69,7841.02
13022,10,PUMP1000,22,507.07,11155.48
13022,20,DXTR1000,4,689.18,2756.72
13022,30,PUMP1000,11,1.86,20.41
13022,40,DXTR1000,15,172.95,2594.25
13023,10,PUMP1000,3,6742.7,20228.09
13023,20,PUMP1000,17,884.67,15039.33
13023,30,EPAD1000,11,1457.85,16036.38
13023,40,EPAD1000,18,331.19,5961.51
13024,10,BOTL1000,11,1505.14,16556.56
13024,20,PUMP1000,13,2326.95,30250.31
13024,30,DXTR1000,5,3123.49,15617.43
13024,40,EPAD1000,17,3230.13,54912.24
13025,10,ORMN1000,25,64.02,1600.38
13025,20,DXTR1000,16,278.01,4448.13
13025,30,PRTR1000,23,157.25,3616.66
13026,10,EPAD1000,5,1767.43,8837.17
13026,20,DXTR1000,16,1044.69,16715.11
13027,10,EPAD1000,20,100.04,2000.85
13027,20,DXTR1000,14,3742.28,52391.9
13028,10,ORMN1000,22,7047.63,155047.9
13029,10,ORMN1000,7,17756.79,124297.54
13030,10,PUMP1000,24,2636.34,63272.19
13031,10,PRTR1000,22,1352.18,29747.88
13032,10,PUMP1000,16,448.76,7180.23
13032,20,ORMN1000,22,441.35,9709.73
13033,10,PUMP1000,8,1024.13,8193.01
13033,20,BOTL1000,17,162.17,2756.86
13033,30,PUMP1000,14,605.56,8477.85
13033,40,DXTR1000,1,4035.41,4035.41
13034,10,DXTR1000,5,9362.71,46813.55
13035,10,EPAD1000,23,167.18,3845.21
13035,20,EPAD1000,22,101.44,2231.63
13035,30,PUMP1000,4,1962.99,7851.94
13035,40,PRTR1000,5,1221.51,6107.57
13036,10,PRTR1000,10,5155.35,51553.52
13037,10,EPAD1000,2,13237.54,26475.07
13037,20,BOTL1000,6,618.84,3713.03
13037,30,BOTL1000,23,575.61,13238.97
13038,10,EPAD1000,12,861.16,10333.93
13038,20,PRTR1000,17,1363.96,23187.27
13038,30,BOTL1000,10,999.48,9994.82
13039,10,BOTL1000,17,515.03,8755.49
13039,20,ORMN1000,7,862.89,6040.24
13040,10,PRTR1000,13,3863.58,50226.56
13040,20,BOTL1000,9,1748.14,15733.25
13040,30,DXTR1000,19,898.56,17072.58
13041,10,BOTL1000,4,6434.99,25739.96
13042,10,BOTL1000,7,23096.38,161674.67
13043,10,ORMN1000,22,178.43,3925.49
13043,20,PRTR1000,15,131.79,1976.79
13043,30,PRTR1000,7,457.87,3205.07
13043,40,PRTR1000,23,17.69,406.9
13044,10,PUMP1000,24,1084.42,26026.18
13045,10,ORMN1000,20,966.4,19327.91
13045,20,PRTR1000,22,1274.26,28033.78
13046,10,PUMP1000,24,160.06,3841.49
13046,20,PUMP1000,9,956.82,8611.34
13046,30,ORMN1000,12,2545.77,30549.24
13047,10,PUMP1000,2,574.35,1148.7
13047,20,PUMP1000,16,338.82,5421.06
13047,30,PUMP1000,25,277.62,6940.6
13048,10,PRTR1000,6,4309.85,25859.07
13048,20,DXTR1000,19,71.41,1356.88
13049,10,PRTR1000,15,2771.57,41573.53
13050,10,ORMN1000,25,294.03,7350.85
13050,20,PUMP1000,10,889.29,8892.92
13050,30,PRTR1000,13,281.09,3654.11
13050,40,DXTR1000,6,685.46,4112.74
13051,10,ORMN1000,19,1033.66,19639.57
13051,20,PUMP1000,16,1844.84,29517.45
13052,10,BOTL1000,6,1543.08,9258.48
13052,20,BOTL1000,19,1025.22,19479.2
13052,30,PUMP1000,4,8737.68,34950.72
13053,10,PRTR1000,2,11696.55,23393.1
13053,20,PRTR1000,3,1602.13,4806.4
13054,10,DXTR1000,1,12349.91,12349.91
13054,20,DXTR1000,24,206.11,4946.56
13055,10,PUMP1000,19,240.82,4575.61
13055,20,PRTR1000,22,31.13,684.87
13055,30,DXTR1000,23,131.85,3032.52
13055,40,DXTR1000,18,41.06,739.13
13056,10,EPAD1000,25,446.5,11162.39
13056,20,PUMP1000,4,1048.62,4194.47
13056,30,PUMP1000,8,694.67,5557.35
13057,10,PUMP1000,17,632.92,10759.62
13058,10,EPAD1000,15,50.97,764.54
13058,20,BOTL1000,24,83.56,2005.43
13058,30,DXTR1000,6,4267.95,25607.68
13059,10,EPAD1000,25,6562.94,164073.62
13060,10,DXTR1000,24,1062.22,25493.39
13061,10,EPAD1000,10,3463.78,34637.77
13061,20,DXTR1000,7,1932.95,13530.64
13061,30,BOTL1000,24,1277.57,30661.7
13062,10,ORMN1000,7,760.24,5321.66
13062,20,PRTR1000,4,2501.63,10006.53
13062,30,BOTL1000,9,357.51,3217.6
13062,40,BOTL1000,19,265.55,5045.39
13063,10,ORMN1000,19,726.11,13796.01
13063,20,ORMN1000,19,273.42,5195.0
13064,10,DXTR1000,5,1694.01,8470.06
13064,20,PUMP1000,14,664.0,9296.05
13065,10,BOTL1000,6,260.35,1562.12
13065,20,BOTL1000,15,679.38,10190.77
13065,30,ORMN1000,22,391.17,8605.85
13065,40,PRTR1000,15,234.61,3519.15
13066,10,ORMN1000,19,535.01,10165.22
13066,20,PRTR1000,8,1123.88,8991.02
13066,30,PUMP1000,9,1044.58,9401.21
13066,40,EPAD1000,13,271.38,3527.98
13067,10,EPAD1000,3,7769.67,23309.0
13067,20,EPAD1000,8,4100.9,32807.19
13067,30,BOTL1000,25,137.26,3431.57
13067,40,EPAD1000,23,443.9,10209.59
13068,10,BOTL1000,14,2670.01,37380.13
13068,20,ORMN1000,15,6158.56,92378.38
13068,30,PRTR1000,23,1279.2,29421.58
13069,10,PRTR1000,23,3548.14,81607.28
13070,10,DXTR1000,3,47807.1,143421.31
13071,10,DXTR1000,5,51.13,255.66
13071,20,ORMN1000,12,634.6,7615.25
13072,10,PUMP1000,16,11160.27,178564.38
13073,10,EPAD1000,24,65.85,1580.3
13073,20,PUMP1000,14,674.84,9447.74
13074,10,PRTR1000,9,75.6,680.43
13074,20,ORMN1000,20,212.84,4256.72
13074,30,BOTL1000,23,346.4,7967.21
13075,10,PUMP1000,21,928.7,19502.77
13076,10,ORMN1000,25,398.16,9953.91
13077,10,EPAD1000,21,2684.48,56374.02
13078,10,BOTL1000,12,470.27,5643.18
13078,20,BOTL1000,16,447.29,7156.68
